Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
Aydin N.; Ayhan Erdem O.,"Aydin, Nazif (58067626100); Ayhan Erdem, O. (57214402984)",58067626100; 57214402984,A Research On The New Generation Artificial Intelligence Technology Generative Pretraining Transformer 3,2022,"3rd International Informatics and Software Engineering Conference, IISEC 2022",,,,,,,3,10.1109/IISEC56263.2022.9998298,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146372314&doi=10.1109%2fIISEC56263.2022.9998298&partnerID=40&md5=0b90f0217ed8d2f3a46d662101aecb9c,"Gazi University, Graduate School of Natural and Applied Sciences, Department of Computer Engineering, Ankara, Turkey; Gazi University, Faculty of Technology, Department of Computer Engineering, Ankara, Turkey","Aydin N., Gazi University, Graduate School of Natural and Applied Sciences, Department of Computer Engineering, Ankara, Turkey; Ayhan Erdem O., Gazi University, Faculty of Technology, Department of Computer Engineering, Ankara, Turkey","In the digitalizing world, Artificial Intelligence (AI) paves the way for the automation of routine work done by humans and makes life easier. Recently, there is no area where AI and its applications are not used in daily life, from health to education, from transportation to energy, and from agriculture to tourism. AI applications are making rapid progress in the direction of important and current developments, especially in Natural Language Processing (NLP) and Deep Learning (DL). A concrete example of progress in these areas is the GPT-3 (Generative Pre-trained Transformer 3) language model. AI-assisted GPT-3 technology is the DL model that is effectively used in many NLP fields, which can produce long and consistent content similar to the texts written by people using pre-trained algorithms. The GPT-3 architecture has reached a level that can compete with people in many areas by producing optimum solutions for all kinds of inputs by using the Transformer-based language model, which is an attention-based deep learning technique. This article aims to convey the efficiency, structure and potential of the Transformer-assisted GPT-3 model, which is one of the most up-to-date NLP technologies, to the reader. Since the number of Turkish studies in the field of GPT-3 AI is quite limited, it is considered that this study will contribute to the literature in terms of both quantity and quality. In addition, the performance parameters of the model were examined by making a customized fine-tuned sample application in the beta version of the GPT-3 model. © 2022 IEEE.",Artificial Intelligence; Deep Learning; GPT-3; Natural Language Processing; Transformer,Computational linguistics; Learning systems; Natural language processing systems; Artificial intelligence technologies; Deep learning; Generative pre-trained transformer 3; ITS applications; Language model; Language processing; Natural language processing; Natural languages; Pre-training; Transformer; Deep learning,,Varol A.; Karabatak M.; Varol C.,Institute of Electrical and Electronics Engineers Inc.,,978-166545995-2,,,English,"Int. Informatics Softw. Eng. Conf., IISEC",Conference paper,Final,,Scopus,2-s2.0-85146372314
Atouani A.; Kirchhof J.C.; Kusmenko E.; Rumpe B.,"Atouani, Abdallah (57367338500); Kirchhof, Jörg Christian (57004585200); Kusmenko, Evgeny (57195075206); Rumpe, Bernhard (55861872700)",57367338500; 57004585200; 57195075206; 55861872700,Artifact and reference models for generative machine learning frameworks and build systems,2021,"GPCE 2021 - Proceedings of the 20th ACM SIGPLAN International Conference on Generative Programming: Concepts and Experiences, co-located with SPLASH 2021",,,,55,68,13,8,10.1145/3486609.3487199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120851738&doi=10.1145%2f3486609.3487199&partnerID=40&md5=27f2355ad1f01d8ae15538d7647a3068,"Rwth Aachen University, Germany","Atouani A., Rwth Aachen University, Germany; Kirchhof J.C., Rwth Aachen University, Germany; Kusmenko E., Rwth Aachen University, Germany; Rumpe B., Rwth Aachen University, Germany","Machine learning is a discipline which has become ubiquitous in the last few years. While the research of machine learning algorithms is very active and continues to reveal astonishing possibilities on a regular basis, the wide usage of these algorithms is shifting the research focus to the integration, maintenance, and evolution of AI-driven systems. Although there is a variety of machine learning frameworks on the market, there is little support for process automation and DevOps in machine learning-driven projects. In this paper, we discuss how metamodels can support the development of deep learning frameworks and help deal with the steadily increasing variety of learning algorithms. In particular, we present a deep learning-oriented artifact model which serves as a foundation for build automation and data management in iterative, machine learning-driven development processes. Furthermore, we show how schema and reference models can be used to structure and maintain a versatile deep learning framework. Feasibility is demonstrated on several state-of-the-art examples from the domains of image and natural language processing as well as decision making and autonomous driving.  © 2021 ACM.",artifact models; artificial intelligence; build systems; compiler; machine learning; metamodeling; reference models; training,Decision making; Deep learning; Information management; Learning algorithms; Natural language processing systems; Artifact model; Build systems; Driven system; Learning frameworks; Machine learning algorithms; Meta model; Metamodeling; Process automation; Reference modeling; Research focus; Iterative methods,,Tilevich E.; De Roover C.,"Association for Computing Machinery, Inc",,978-145039112-2,,,English,"GPCE - Proc. ACM SIGPLAN Int. Conf. Gener. Program.: Concepts Exp., co-located SPLASH",Conference paper,Final,,Scopus,2-s2.0-85120851738
Zhou Q.; Zuley M.; Guo Y.; Yang L.; Nair B.; Vargo A.; Ghannam S.; Arefan D.; Wu S.,"Zhou, Qianwei (55330189900); Zuley, Margarita (6508350599); Guo, Yuan (56137584100); Yang, Lu (57221069718); Nair, Bronwyn (57210861112); Vargo, Adrienne (57374881000); Ghannam, Suzanne (57286611700); Arefan, Dooman (55567074200); Wu, Shandong (24451518600)",55330189900; 6508350599; 56137584100; 57221069718; 57210861112; 57374881000; 57286611700; 55567074200; 24451518600,A machine and human reader study on AI diagnosis model safety under attacks of adversarial images,2021,Nature Communications,12,1,7281,,,,13,10.1038/s41467-021-27577-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121287544&doi=10.1038%2fs41467-021-27577-x&partnerID=40&md5=db72d7d526c4f7f1b81f569dd92b1b9d,"Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, 310023, China; Key Laboratory of Visual Media Intelligent Processing Technology of Zhejiang Province, Hangzhou, 310023, China; Magee-Womens Hospital, University of Pittsburgh Medical Center, Pittsburgh, 15213, PA, United States; Department of Radiology, Guangzhou First People’s Hospital, School of Medicine, South China University of Technology, Guangzhou, 510180, China; Chongqing Key Laboratory of Translational Research for Cancer Metastasis and Individualized Treatment, Chongqing University Cancer Hospital, Chongqing, 400030, China; Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, 15213, PA, United States; Department of Bioengineering, University of Pittsburgh, Pittsburgh, 15213, PA, United States; Intelligent Systems Program, University of Pittsburgh, Pittsburgh, 15213, PA, United States","Zhou Q., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States, College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, 310023, China, Key Laboratory of Visual Media Intelligent Processing Technology of Zhejiang Province, Hangzhou, 310023, China; Zuley M., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Magee-Womens Hospital, University of Pittsburgh Medical Center, Pittsburgh, 15213, PA, United States; Guo Y., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Department of Radiology, Guangzhou First People’s Hospital, School of Medicine, South China University of Technology, Guangzhou, 510180, China; Yang L., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Chongqing Key Laboratory of Translational Research for Cancer Metastasis and Individualized Treatment, Chongqing University Cancer Hospital, Chongqing, 400030, China; Nair B., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Magee-Womens Hospital, University of Pittsburgh Medical Center, Pittsburgh, 15213, PA, United States; Vargo A., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Magee-Womens Hospital, University of Pittsburgh Medical Center, Pittsburgh, 15213, PA, United States; Ghannam S., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Magee-Womens Hospital, University of Pittsburgh Medical Center, Pittsburgh, 15213, PA, United States; Arefan D., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States; Wu S., Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Department of Bioengineering, University of Pittsburgh, Pittsburgh, 15213, PA, United States, Intelligent Systems Program, University of Pittsburgh, Pittsburgh, 15213, PA, United States","While active efforts are advancing medical artificial intelligence (AI) model development and clinical translation, safety issues of the AI models emerge, but little research has been done. We perform a study to investigate the behaviors of an AI diagnosis model under adversarial images generated by Generative Adversarial Network (GAN) models and to evaluate the effects on human experts when visually identifying potential adversarial images. Our GAN model makes intentional modifications to the diagnosis-sensitive contents of mammogram images in deep learning-based computer-aided diagnosis (CAD) of breast cancer. In our experiments the adversarial samples fool the AI-CAD model to output a wrong diagnosis on 69.1% of the cases that are initially correctly classified by the AI-CAD model. Five breast imaging radiologists visually identify 29%-71% of the adversarial samples. Our study suggests an imperative need for continuing research on medical AI model’s safety issues and for developing potential defensive solutions against adversarial attacks. © 2021, The Author(s).",,"Artificial Intelligence; Breast; Breast Neoplasms; Computer Security; Diagnosis, Computer-Assisted; Female; Humans; Mammography; Radiologists; artificial intelligence; model; research; safety; Article; artificial intelligence; artificial neural network; breast cancer; cohort analysis; computer assisted diagnosis; controlled study; deep learning; diagnostic error; diagnostic test accuracy study; digital mammography; female; generative adversarial network; human; machine learning; major clinical study; model; radiologist; safety; breast; breast tumor; computer security; diagnostic imaging; education; mammography; procedures; radiologist","S. Wu; Department of Radiology, University of Pittsburgh, Pittsburgh, 15213, United States; email: wus3@upmc.edu",,Nature Research,20411723,,,34907229,English,Nat. Commun.,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85121287544
Madan C.; Diddee H.; Kumar D.; Gupta S.; Jindal S.; Lal M.; Chiranjeev,"Madan, Chetan (57938120000); Diddee, Harshita (57221469679); Kumar, Deepika (57760130700); Gupta, Shilpa (57193869933); Jindal, Shivani (57937675500); Lal, Mansi (57225975957); Chiranjeev (58547221900)",57938120000; 57221469679; 57760130700; 57193869933; 57937675500; 57225975957; 58547221900,NATIVE ACCENT SENSITIVE VOICE CLONING USING PAIRWISE RANKING BASED DECODER MODELS,2022,Mechatronic Systems and Control,50,3,,122,129,7,0,10.2316/J.2022.201-0224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140412822&doi=10.2316%2fJ.2022.201-0224&partnerID=40&md5=be8e64805ff7784a53ecb4991f3f0c2f,"Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India","Madan C., Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India; Diddee H., Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India; Kumar D., Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India; Gupta S., Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India; Jindal S., Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India; Lal M., Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India; Chiranjeev, Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India","Voice cloning has become one of the most significant applications of artificial intelligence (AI) infrastructures, owing to its common use in education, multimedia, and security domains. While extensive research has been carried out in the said domain, most existing systems do not achieve optimum voice naturalization, one probable reason of which can be attributed to the inability of systems to accurately map the user's native dialect. Aiming to tackle this pitfall, this research proposes a generative decoder model which aims to clone the user's voice while capturing the native accent and linguistic features of the speaker to provide a more naturalized synthesized output voice. The proposed methodology achieves an equal error rate of 0.051 for the speaker encoder module of the system, while achieving an accuracy of 98.12% on the accent adaptation module of the system. © 2022 Acta Press. All rights reserved.",accent classification; Audio; encoding; speech enhancement; voice analysis,Classification (of information); Decoding; Linguistics; Signal encoding; Speech enhancement; Accent classifications; Audio; Education domain; Encodings; Equal error rate; Existing systems; Linguistic features; Security domains; Synthesised; Voice analysis; Cloning,"D. Kumar; Department of Computer Science and Engineering, Bharati Vidyapeeth's College of Engineering, New Delhi, 110063, India; email: Deepika.kumar@bharatividyapeeth.edu",,Acta Press,25611771,,,,English,Mechatronic Syst. Control,Article,Final,,Scopus,2-s2.0-85140412822
Ali S.; DiPaola D.; Lee I.; Sindato V.; Kim G.; Blumofe R.; Breazeal C.,"Ali, Safinah (57207448534); DiPaola, Daniella (57208863454); Lee, Irene (37049104500); Sindato, Victor (57439339700); Kim, Grace (57439512300); Blumofe, Ryan (57439512400); Breazeal, Cynthia (7003691791)",57207448534; 57208863454; 37049104500; 57439339700; 57439512300; 57439512400; 7003691791,"Children as creators, thinkers and citizens in an AI-driven future",2021,Computers and Education: Artificial Intelligence,2,,100040,,,,11,10.1016/j.caeai.2021.100040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123988548&doi=10.1016%2fj.caeai.2021.100040&partnerID=40&md5=99c8f5e95b7db29854ad3f07223c9693,"Massachusetts Institute of Technology, United States; Cambridge Rindge and Latin School, United States","Ali S., Massachusetts Institute of Technology, United States; DiPaola D., Massachusetts Institute of Technology, United States; Lee I., Massachusetts Institute of Technology, United States; Sindato V., Massachusetts Institute of Technology, United States; Kim G., Massachusetts Institute of Technology, United States; Blumofe R., Cambridge Rindge and Latin School, United States; Breazeal C., Massachusetts Institute of Technology, United States","Generative Artificial Intelligence (AI) approaches open up new avenues of digital creation, and are simultaneously accompanied by societal and ethical implications such as the creation of Deepfakes and spread of misinformation, renewing our understanding of technical AI systems as socio-technical systems. Applications of, and media generated by generative AI techniques are abundantly present on social media platforms frequented by children, who are not yet aware of the existence of AI-manipulated media. Previous work has highlighted the importance of digital media literacy and AI literacy for children. In this work, we introduce middle school students to generative AI techniques as a tool for creation, while also focusing on critical discussion about their societal and ethical implications, and encouraging pro-activeness in being responsible consumers, creators and stakeholders of technology. We present learning activities that introduce 38 middle-school students to generative modeling, how it is used to generate Deepfakes, cues that help to recognize Deepfakes, and the spread and effects of misinformation. Students demonstrated an understanding that generative media may be believable, but not necessarily true, and can contribute to the spread of misinformation. They were also able to identify why misinformation may be harmful or lasting, drawing specific examples to social settings that indicate human-centered implications. Finally, students expressed opinions about policies surrounding the presence of Deepfakes on social media. This approach can be adopted to introduce students to other technical systems that constitute both productive applications and potential negative implications of technology. CCS concepts: ⋅Applied computing → Interactive learning environments; ⋅Human-centered computing → Social media; Social networks; ⋅Social and professional topics → Computing literacy; K-12 education; Additional key words and phrases: Misinformation, Deepfakes, digital literacy, media literacy, social media. © 2021 The Authors",Deepfakes; Digital literacy; Generative AI; Media literacy; Misinformation; Social media,,"S. Ali; Massachusetts Institute of Technology, United States; email: safinah@media.mit.edu",,Elsevier B.V.,2666920X,,,,English,Comput. Educ.,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85123988548
Cruz A.P.; Tamilselvi P.,"Cruz, Anunshiya Pascal (57329885900); Tamilselvi, P. (57220078606)",57329885900; 57220078606,Auto-photo creator-a system for image generation and text imposing using voice information,2021,AIP Conference Proceedings,2408,,30001,,,,0,10.1063/5.0072885,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118826197&doi=10.1063%2f5.0072885&partnerID=40&md5=f6fb622ca396e3782ff506180be74b03,"Department of Computer Science and Engineering, Jain University, Karnataka, Bangalore, 560078, India","Cruz A.P., Department of Computer Science and Engineering, Jain University, Karnataka, Bangalore, 560078, India; Tamilselvi P., Department of Computer Science and Engineering, Jain University, Karnataka, Bangalore, 560078, India","This work is being carried out for development of an Auto-photo-creator- a system that would extend hands for physically challenged people. Initially, we have used ""Attentional generative adversarial networks (Attn: GAN)""with the update of dense net architecture for text-to-image conversion, along with a Deep Attentional Multimodal Similarity Model (DAMSM) to calculate the matching loss and thereby produce high quality images. The updated dense net architecture was able to reduce the loss by 1.62% and could retrieve faster results by 768 seconds per iteration than the existed inception architecture of CNN. We have further extended our work by making a system that takes voice or text as input where necessary conversions were applied on the input to covert the voice to text and finally the images will be generated based on the text. The underlying process is carried with the support of Artificial Intelligence (AI), Machine Learning (ML) and Natural Language processing (NLP). The proposed work will prove to be helpful for people with hearing impairment and visual loss.  © 2021 Author(s).",,,"A.P. Cruz; Department of Computer Science and Engineering, Jain University, Bangalore, Karnataka, 560078, India; email: anunshiyapascal@gmail.com",Haldorai A.; Ramu A.; Onn C.C.,American Institute of Physics Inc.,0094243X,978-073544149-1,,,English,AIP Conf. Proc.,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85118826197
Williams R.; Park H.W.; Breazeal C.,"Williams, Randi (57195219936); Park, Hae Won (57191796621); Breazeal, Cynthia (7003691791)",57195219936; 57191796621; 7003691791,A is for artificial intelligence the impact of artificial intelligence activities on young children’s perceptions of robots,2019,Conference on Human Factors in Computing Systems - Proceedings,,,,,,,81,10.1145/3290605.3300677,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067615092&doi=10.1145%2f3290605.3300677&partnerID=40&md5=c214dcbb911c1b380eda737dee6aa9c3,"MIT Media Lab., Cambridge, MA, United States","Williams R., MIT Media Lab., Cambridge, MA, United States; Park H.W., MIT Media Lab., Cambridge, MA, United States; Breazeal C., MIT Media Lab., Cambridge, MA, United States","We developed a novel early childhood artificial intelligence (AI) platform, PopBots, where preschool children train and interact with social robots to learn three AI concepts: knowledge-based systems, supervised machine learning, and generative AI. We evaluated how much children learned by using AI assessments we developed for each activity. The median score on the cumulative assessment was 70% and children understood knowledge-based systems the best. Then, we analyzed the impact of the activities on children’s perceptions of robots. Younger children came to see robots as toys that were smarter than them, but their older counterparts saw them more as people that were not as smart as them. Children who performed worse on the AI assessments believed that robots were like toys that were not as smart as them, however children who did better on the assessments saw robots as people who were smarter than them. We believe early AI education can empower children to understand the AI devices that are increasingly in their lives. © 2019 Association for Computing Machinery.",AI education; Child-robot interaction; Early childhood education; Social robots,Artificial intelligence; Behavioral research; Human computer interaction; Human engineering; Knowledge based systems; Supervised learning; Child-robot interactions; Early childhood educations; Early childhoods; Preschool children; Social robots; Supervised machine learning; Young children; Intelligent robots,,,Association for Computing Machinery,,978-145035970-2,,,English,Conf Hum Fact Comput Syst Proc,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85067615092
Díaz-Rodríguez N.; Pisoni G.,"Díaz-Rodríguez, Natalia (55904010200); Pisoni, Galena (56007943500)",55904010200; 56007943500,Accessible Cultural Heritage through Explainable Artificial Intelligence,2020,"UMAP 2020 Adjunct - Adjunct Publication of the 28th ACM Conference on User Modeling, Adaptation and Personalization",,,,317,324,7,24,10.1145/3386392.3399276,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089279398&doi=10.1145%2f3386392.3399276&partnerID=40&md5=2414463b2e49420162364734f4c286c9,"Institut Polytechnique Paris and Inria Flowers, Palaiseau, France; Université Côte d'Azur, Nice, France","Díaz-Rodríguez N., Institut Polytechnique Paris and Inria Flowers, Palaiseau, France; Pisoni G., Université Côte d'Azur, Nice, France","Ethics Guidelines for Trustworthy AI advocate for AI technology that is, among other things, more inclusive. Explainable AI (XAI) aims at making state of the art opaque models more transparent, and defends AI-based outcomes endorsed with a rationale explanation, i.e., an explanation that has as target the non-technical users. XAI and Responsible AI principles defend the fact that the audience expertise should be included in the evaluation of explainable AI systems. However, AI has not yet reached all public and audiences, some of which may need it the most. One example of domain where accessibility has not much been influenced by the latest AI advances is cultural heritage. We propose including minorities as special user and evaluator of the latest XAI techniques. In order to define catalytic scenarios for collaboration and improved user experience, we pose some challenges and research questions yet to address by the latest AI models likely to be involved in such synergy. © 2020 ACM.",art; computer vision; cultural heritage; deep learning; deep neural networks; explainable artificial intelligence; generative models; image captioning; natural language processing,User experience; AI systems; AI Technologies; Cultural heritages; Non-technical users; Research questions; State of the art; Artificial intelligence,,,"Association for Computing Machinery, Inc",,978-145036711-0,,,English,"UMAP Adjun. - Adjun. Publ. ACM Conf. User Model., Adapt. Pers.",Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85089279398
Day M.-Y.; Shaw S.-R.,"Day, Min-Yuh (14031006200); Shaw, Sheng-Ru (57222665950)",14031006200; 57222665950,AI Customer Service System with Pre-trained Language and Response Ranking Models for University Admissions,2021,"Proceedings - 2021 IEEE 22nd International Conference on Information Reuse and Integration for Data Science, IRI 2021",,,,395,401,6,3,10.1109/IRI51335.2021.00062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123454495&doi=10.1109%2fIRI51335.2021.00062&partnerID=40&md5=28bccba966bc0ac6068dfc69742dde60,"National Taipei University, Graduate Institute of Information Management, Taipei, Taiwan; Tamkang University, Department of Information Management, New Taipei City, Taiwan","Day M.-Y., National Taipei University, Graduate Institute of Information Management, Taipei, Taiwan; Shaw S.-R., Tamkang University, Department of Information Management, New Taipei City, Taiwan","The application of chatbots in the field of customer service systems is already an indispensable technology. In the admissions of colleges and universities, the customer service system is one of the most important models. The objective of this study is to evaluate the efficacy of an intelligent enrollment customer service robot system established using the Generative Pre-Training-2 (GPT-2) model. In this study, we combine the customer service field of chat robots with the enrollment field to construct a customer service system with enrollment as the field. This study uses the GPT-2 natural language processing model proposed by OpenAI to construct a customer service system in the university admissions field. BLEU is utilized to generate an evaluation model to evaluate the similarity between the text generated by the university admissions customer service system and the reference text to determine if the generated text by this model is good or bad. The research contributions of this paper are that we proposed an artificial intelligence (AI) customer service system with a pre-trained language model and a response-ranking model for university admissions and conducted a user evaluation of the proposed AI system.  © 2021 IEEE.",Artificial Intelligence; Chatbot; Customer Service System; Generative Pre-Training-2 (GPT-2); Natural Language Processing,Artificial intelligence; Intelligent robots; Sales; Chatbots; Colleges and universities; Customer service systems; Customer-service; Generative pre-training-2; Pre-training; Processing model; Ranking model; Service robot system; University admissions; Natural language processing systems,,,Institute of Electrical and Electronics Engineers Inc.,,978-166543875-9,,,English,"Proc. - IEEE Int. Conf. Inf. Reuse Integr. Data Sci., IRI",Conference paper,Final,,Scopus,2-s2.0-85123454495
Kumar A.; Madaan M.; Kumar S.; Saha A.; Gupta K.,"Kumar, Aniket (57222249131); Madaan, Mehul (57221968317); Kumar, Shubham (57216703618); Saha, Aniket (57485977000); Gupta, Kirti (36699830000)",57222249131; 57221968317; 57216703618; 57485977000; 36699830000,Handwriting Generation and Synthesis using Recurrent Neural Networks,2022,"2022 13th International Conference on Computing Communication and Networking Technologies, ICCCNT 2022",,,,,,,0,10.1109/ICCCNT54827.2022.9984450,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146323429&doi=10.1109%2fICCCNT54827.2022.9984450&partnerID=40&md5=447eba411ed695c592a41b6e80dbedcd,"GGSIP University, Bharati Vidyapeeth's College of Engineering, Department of Electronics and Communication Engineering, New Delhi, India","Kumar A., GGSIP University, Bharati Vidyapeeth's College of Engineering, Department of Electronics and Communication Engineering, New Delhi, India; Madaan M., GGSIP University, Bharati Vidyapeeth's College of Engineering, Department of Electronics and Communication Engineering, New Delhi, India; Kumar S., GGSIP University, Bharati Vidyapeeth's College of Engineering, Department of Electronics and Communication Engineering, New Delhi, India; Saha A., GGSIP University, Bharati Vidyapeeth's College of Engineering, Department of Electronics and Communication Engineering, New Delhi, India; Gupta K., GGSIP University, Bharati Vidyapeeth's College of Engineering, Department of Electronics and Communication Engineering, New Delhi, India","Handwritten text has been a vital mode of communication and a cornerstone of our culture and education for decades, and it is frequently regarded as an art form. It's been found to help in tasks like taking notes and reading while writing, as well as improving short and long-term memory. The goal of handwriting synthesis is to create artificial text that closely resembles the user's writing style. Handwriting synthesis not only adds a personal touch or preserves a user's style, but it also has a number of other applications, such as improving text recognition systems, personalizing fonts, identifying writers, and spreading as the technology gets more popular. This paper presents a deep learning model for synthesizing handwriting text from computer text input. The goal is to create an AI tool that can generate handwriting while keeping a person's style, which could potentially help people suffering with Dysgraphia. In addition, this paper compares our model to Alex Graves' existing handwriting model.  © 2022 IEEE.",Generative Adversarial Networks; Handwriting generation; Handwriting synthesis; Long Short-Term Memory networks; Mixture Density Networks; Recurrent Neural Networks; Reinforcement Learning,Generative adversarial networks; Long short-term memory; Reinforcement learning; Handwriting generation; Handwriting synthesis; Handwritten texts; Long short-term memory network; Long term memory; Memory network; Mixture density; Mixture density network; Reinforcement learnings; Short term memory; Character recognition,"A. Kumar; GGSIP University, Bharati Vidyapeeth's College of Engineering, Department of Electronics and Communication Engineering, New Delhi, India; email: thakuraniket30@gmail.com",,Institute of Electrical and Electronics Engineers Inc.,,978-166545262-5,,,English,"Int. Conf. Comput. Commun. Netw. Technol., ICCCNT",Conference paper,Final,,Scopus,2-s2.0-85146323429
